Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,Georgia,2020,45,11/7/2020,2020,1848,1682,46
9/27/2023,Georgia,2020,46,11/14/2020,2050,1868,1718,51
9/27/2023,Georgia,2020,47,11/21/2020,1978,1804,1661,38
9/27/2023,Georgia,2020,48,11/28/2020,2070,1903,1761,44
9/27/2023,Georgia,2020,49,12/5/2020,2171,2025,1908,51
9/27/2023,Georgia,2020,50,12/12/2020,2241,2093,2026,63
9/27/2023,Georgia,2020,51,12/19/2020,2422,2252,2166,53
9/27/2023,Georgia,2020,52,12/26/2020,2379,2211,2283,61
9/27/2023,Georgia,2020,53,1/2/2021,2725,2532,2777,69
9/27/2023,Georgia,2021,1,1/9/2021,2873,2718,3063,45
9/27/2023,Georgia,2021,2,1/16/2021,3097,2927,3432,70
9/27/2023,Georgia,2021,3,1/23/2021,2954,2809,3274,53
9/27/2023,Georgia,2021,4,1/30/2021,2768,2597,3076,62
9/27/2023,Georgia,2021,5,2/6/2021,2716,2519,2794,52
9/27/2023,Georgia,2021,6,2/13/2021,2387,2205,2280,64
9/27/2023,Georgia,2021,7,2/20/2021,2283,2099,2072,65
9/27/2023,Georgia,2021,8,2/27/2021,2108,1938,1849,47
9/27/2023,Georgia,2021,9,3/6/2021,1939,1765,1655,36
9/27/2023,Georgia,2021,10,3/13/2021,1992,1801,1576,49
9/27/2023,Georgia,2021,11,3/20/2021,1917,1725,1525,42
9/27/2023,Georgia,2021,12,3/27/2021,1886,1704,1456,47
9/27/2023,Georgia,2021,13,4/3/2021,1756,1594,1392,46
9/27/2023,Georgia,2021,14,4/10/2021,1948,1784,1524,57
9/27/2023,Georgia,2021,15,4/17/2021,1882,1695,1444,53
9/27/2023,Georgia,2021,16,4/24/2021,1893,1702,1439,30
9/27/2023,Georgia,2021,17,5/1/2021,1824,1646,1364,39
9/27/2023,Georgia,2021,18,5/8/2021,1817,1631,1364,48
9/27/2023,Georgia,2021,19,5/15/2021,1786,1594,1298,37
9/27/2023,Georgia,2021,20,5/22/2021,1892,1680,1380,41
9/27/2023,Georgia,2021,21,5/29/2021,1876,1694,1404,38
9/27/2023,Georgia,2021,22,6/5/2021,1767,1583,1300,39
9/27/2023,Georgia,2021,23,6/12/2021,1766,1595,1288,50
9/27/2023,Georgia,2021,24,6/19/2021,1725,1533,1244,44
9/27/2023,Georgia,2021,25,6/26/2021,1763,1584,1288,39
9/27/2023,Georgia,2021,26,7/3/2021,1767,1594,1306,48
9/27/2023,Georgia,2021,27,7/10/2021,1758,1583,1262,45
9/27/2023,Georgia,2021,28,7/17/2021,1744,1572,1290,45
9/27/2023,Georgia,2021,29,7/24/2021,1804,1626,1328,40
9/27/2023,Georgia,2021,30,7/31/2021,1941,1758,1481,59
9/27/2023,Georgia,2021,31,8/7/2021,2055,1875,1754,46
9/27/2023,Georgia,2021,32,8/14/2021,2340,2167,2255,51
9/27/2023,Georgia,2021,33,8/21/2021,2550,2396,2669,59
9/27/2023,Georgia,2021,34,8/28/2021,2828,2669,3119,50
9/27/2023,Georgia,2021,35,9/4/2021,2926,2733,3325,59
9/27/2023,Georgia,2021,36,9/11/2021,2975,2776,3304,68
9/27/2023,Georgia,2021,37,9/18/2021,2818,2645,3136,51
9/27/2023,Georgia,2021,38,9/25/2021,2715,2528,2891,49
9/27/2023,Georgia,2021,39,10/2/2021,2436,2261,2476,46
9/27/2023,Georgia,2021,40,10/9/2021,2210,2013,2128,47
9/27/2023,Georgia,2021,41,10/16/2021,2159,1950,1930,53
9/27/2023,Georgia,2021,42,10/23/2021,2115,1942,1862,41
9/27/2023,Georgia,2021,43,10/30/2021,2058,1855,1698,49
9/27/2023,Georgia,2021,44,11/6/2021,1987,1780,1528,60
9/27/2023,Georgia,2021,45,11/13/2021,2127,1958,1643,48
9/27/2023,Georgia,2021,46,11/20/2021,1982,1791,1517,55
9/27/2023,Georgia,2021,47,11/27/2021,1949,1772,1458,49
9/27/2023,Georgia,2021,48,12/4/2021,2017,1821,1541,48
9/27/2023,Georgia,2021,49,12/11/2021,2060,1864,1521,65
9/27/2023,Georgia,2021,50,12/18/2021,1991,1809,1540,42
9/27/2023,Georgia,2021,51,12/25/2021,2110,1935,1654,63
9/27/2023,Georgia,2021,52,1/1/2022,2213,2007,1775,49
9/27/2023,Georgia,2022,1,1/8/2022,2395,2210,2125,63
9/27/2023,Georgia,2022,2,1/15/2022,2710,2501,2646,76
9/27/2023,Georgia,2022,3,1/22/2022,2812,2630,2765,66
9/27/2023,Georgia,2022,4,1/29/2022,2726,2536,2737,62
9/27/2023,Georgia,2022,5,2/5/2022,2595,2395,2534,68
9/27/2023,Georgia,2022,6,2/12/2022,2505,2313,2391,40
9/27/2023,Georgia,2022,7,2/19/2022,2295,2097,2034,52
9/27/2023,Georgia,2022,8,2/26/2022,2064,1860,1731,34
9/27/2023,Georgia,2022,9,3/5/2022,2041,1834,1611,45
9/27/2023,Georgia,2022,10,3/12/2022,1927,1746,1487,34
9/27/2023,Georgia,2022,11,3/19/2022,1820,1650,1365,52
9/27/2023,Georgia,2022,12,3/26/2022,1862,1672,1371,47
9/27/2023,Georgia,2022,13,4/2/2022,1813,1648,1330,52
9/27/2023,Georgia,2022,14,4/9/2022,1808,1637,1302,31
9/27/2023,Georgia,2022,15,4/16/2022,1825,1639,1270,46
9/27/2023,Georgia,2022,16,4/23/2022,1761,1578,1245,41
9/27/2023,Georgia,2022,17,4/30/2022,1829,1638,1299,49
9/27/2023,Georgia,2022,18,5/7/2022,1794,1608,1256,40
9/27/2023,Georgia,2022,19,5/14/2022,1786,1628,1263,43
9/27/2023,Georgia,2022,20,5/21/2022,1818,1640,1238,41
9/27/2023,Georgia,2022,21,5/28/2022,1699,1533,1180,43
9/27/2023,Georgia,2022,22,6/4/2022,1735,1556,1230,46
9/27/2023,Georgia,2022,23,6/11/2022,1792,1598,1277,39
9/27/2023,Georgia,2022,24,6/18/2022,1833,1647,1324,44
9/27/2023,Georgia,2022,25,6/25/2022,1757,1525,1241,49
9/27/2023,Georgia,2022,26,7/2/2022,1770,1585,1266,41
9/27/2023,Georgia,2022,27,7/9/2022,1916,1722,1353,35
9/27/2023,Georgia,2022,28,7/16/2022,1821,1635,1345,37
9/27/2023,Georgia,2022,29,7/23/2022,1872,1679,1398,49
9/27/2023,Georgia,2022,30,7/30/2022,1867,1689,1418,41
9/27/2023,Georgia,2022,31,8/6/2022,1876,1694,1437,48
9/27/2023,Georgia,2022,32,8/13/2022,1843,1673,1409,41
9/27/2023,Georgia,2022,33,8/20/2022,1854,1705,1417,46
9/27/2023,Georgia,2022,34,8/27/2022,1885,1719,1446,48
9/27/2023,Georgia,2022,35,9/3/2022,1812,1630,1355,41
9/27/2023,Georgia,2022,36,9/10/2022,1841,1683,1378,37
9/27/2023,Georgia,2022,37,9/17/2022,1888,1719,1378,41
9/27/2023,Georgia,2022,38,9/24/2022,1915,1720,1425,37
9/27/2023,Georgia,2022,39,10/1/2022,1857,1675,1325,53
9/27/2023,Georgia,2022,40,10/8/2022,1915,1729,1394,46
9/27/2023,Georgia,2022,41,10/15/2022,1910,1692,1319,50
9/27/2023,Georgia,2022,42,10/22/2022,1967,1782,1381,43
9/27/2023,Georgia,2022,43,10/29/2022,1896,1735,1348,52
9/27/2023,Georgia,2022,44,11/5/2022,1891,1697,1319,60
9/27/2023,Georgia,2022,45,11/12/2022,1913,1729,1332,58
9/27/2023,Georgia,2022,46,11/19/2022,1877,1699,1345,56
9/27/2023,Georgia,2022,47,11/26/2022,1961,1787,1377,64
9/27/2023,Georgia,2022,48,12/3/2022,1886,1720,1301,71
9/27/2023,Georgia,2022,49,12/10/2022,2058,1876,1510,65
9/27/2023,Georgia,2022,50,12/17/2022,1906,1723,1393,62
9/27/2023,Georgia,2022,51,12/24/2022,2080,1895,1543,72
9/27/2023,Georgia,2022,52,12/31/2022,2255,2045,1632,62
9/27/2023,Georgia,2023,1,1/7/2023,2138,1949,1604,72
9/27/2023,Georgia,2023,2,1/14/2023,2080,1906,1580,73
9/27/2023,Georgia,2023,3,1/21/2023,2058,1863,1557,57
9/27/2023,Georgia,2023,4,1/28/2023,1961,1798,1455,47
9/27/2023,Georgia,2023,5,2/4/2023,1990,1825,1443,50
9/27/2023,Georgia,2023,6,2/11/2023,1934,1748,1455,53
9/27/2023,Georgia,2023,7,2/18/2023,1937,1762,1419,52
9/27/2023,Georgia,2023,8,2/25/2023,1963,1769,1426,53
9/27/2023,Georgia,2023,9,3/4/2023,1796,1622,1236,48
9/27/2023,Georgia,2023,10,3/11/2023,1816,1649,1302,47
9/27/2023,Georgia,2023,11,3/18/2023,1793,1636,1317,47
9/27/2023,Georgia,2023,12,3/25/2023,1940,1760,1408,49
9/27/2023,Georgia,2023,13,4/1/2023,1873,1680,1336,55
9/27/2023,Georgia,2023,14,4/8/2023,1755,1599,1276,49
9/27/2023,Georgia,2023,15,4/15/2023,1769,1609,1265,68
9/27/2023,Georgia,2023,16,4/22/2023,1884,1700,1327,45
9/27/2023,Georgia,2023,17,4/29/2023,1814,1660,1313,43
9/27/2023,Georgia,2023,18,5/6/2023,1752,1577,1230,57
9/27/2023,Georgia,2023,19,5/13/2023,1777,1650,1263,50
9/27/2023,Georgia,2023,20,5/20/2023,1748,1571,1250,49
9/27/2023,Georgia,2023,21,5/27/2023,1721,1584,1218,56
9/27/2023,Georgia,2023,22,6/3/2023,1740,1583,1236,52
9/27/2023,Georgia,2023,23,6/10/2023,1699,1550,1187,58
9/27/2023,Georgia,2023,24,6/17/2023,1653,1514,1156,62
9/27/2023,Georgia,2023,25,6/24/2023,1695,1563,1200,54
9/27/2023,Georgia,2023,26,7/1/2023,1753,1614,1239,57
9/27/2023,Georgia,2023,27,7/8/2023,1654,1517,1187,58
9/27/2023,Georgia,2023,28,7/15/2023,1611,1473,1130,51
9/27/2023,Georgia,2023,29,7/22/2023,1612,1482,1156,38
9/27/2023,Georgia,2023,30,7/29/2023,1664,1558,1216,77
9/27/2023,Georgia,2023,31,8/5/2023,1693,1583,1239,74
9/27/2023,Georgia,2023,32,8/12/2023,1783,1677,1320,57
9/27/2023,Georgia,2023,33,8/19/2023,1574,1485,1159,53
9/27/2023,Georgia,2023,34,8/26/2023,1544,1453,1138,33
9/27/2023,Georgia,2023,35,9/2/2023,1426,1381,1097,46
9/27/2023,Georgia,2023,36,9/9/2023,1145,1123,897,34
9/27/2023,Georgia,2023,37,9/16/2023,857,855,660,21
9/27/2023,Hawaii,2020,1,1/4/2020,242,222,140,12
9/27/2023,Hawaii,2020,2,1/11/2020,242,221,109,0
9/27/2023,Hawaii,2020,3,1/18/2020,215,200,124,0
9/27/2023,Hawaii,2020,4,1/25/2020,242,224,148,0
9/27/2023,Hawaii,2020,5,2/1/2020,242,226,135,0
9/27/2023,Hawaii,2020,6,2/8/2020,236,217,115,0
9/27/2023,Hawaii,2020,7,2/15/2020,281,257,161,12
9/27/2023,Hawaii,2020,8,2/22/2020,250,230,143,0
9/27/2023,Hawaii,2020,9,2/29/2020,238,217,122,0
9/27/2023,Hawaii,2020,10,3/7/2020,239,217,140,0
9/27/2023,Hawaii,2020,11,3/14/2020,243,229,137,0
9/27/2023,Hawaii,2020,12,3/21/2020,212,191,120,0
9/27/2023,Hawaii,2020,13,3/28/2020,235,216,158,11
9/27/2023,Hawaii,2020,14,4/4/2020,235,215,142,0
9/27/2023,Hawaii,2020,15,4/11/2020,221,217,134,0
9/27/2023,Hawaii,2020,16,4/18/2020,211,193,129,0
9/27/2023,Hawaii,2020,17,4/25/2020,200,186,101,0
9/27/2023,Hawaii,2020,18,5/2/2020,223,200,116,0
9/27/2023,Hawaii,2020,19,5/9/2020,210,183,109,0
9/27/2023,Hawaii,2020,20,5/16/2020,230,211,126,0
9/27/2023,Hawaii,2020,21,5/23/2020,210,194,128,0
9/27/2023,Hawaii,2020,22,5/30/2020,200,188,124,0
9/27/2023,Hawaii,2020,23,6/6/2020,217,200,132,0
9/27/2023,Hawaii,2020,24,6/13/2020,203,184,101,0
9/27/2023,Hawaii,2020,25,6/20/2020,246,227,137,0
9/27/2023,Hawaii,2020,26,6/27/2020,236,224,137,0
9/27/2023,Hawaii,2020,27,7/4/2020,207,182,113,0
9/27/2023,Hawaii,2020,28,7/11/2020,239,219,147,0
9/27/2023,Hawaii,2020,29,7/18/2020,227,211,128,0
9/27/2023,Hawaii,2020,30,7/25/2020,219,204,112,0
9/27/2023,Hawaii,2020,31,8/1/2020,217,199,124,0
9/27/2023,Hawaii,2020,32,8/8/2020,231,208,132,0
9/27/2023,Hawaii,2020,33,8/15/2020,223,209,127,0
9/27/2023,Hawaii,2020,34,8/22/2020,242,224,160,0
9/27/2023,Hawaii,2020,35,8/29/2020,255,231,191,0
9/27/2023,Hawaii,2020,36,9/5/2020,235,218,181,0
9/27/2023,Hawaii,2020,37,9/12/2020,274,256,215,0
9/27/2023,Hawaii,2020,38,9/19/2020,242,225,176,0
9/27/2023,Hawaii,2020,39,9/26/2020,242,226,168,0
9/27/2023,Hawaii,2020,40,10/3/2020,214,197,128,0
9/27/2023,Hawaii,2020,41,10/10/2020,231,214,145,0
9/27/2023,Hawaii,2020,42,10/17/2020,237,221,160,0
9/27/2023,Hawaii,2020,43,10/24/2020,237,213,151,0
9/27/2023,Hawaii,2020,44,10/31/2020,238,217,132,0
9/27/2023,Hawaii,2020,45,11/7/2020,236,223,129,0
9/27/2023,Hawaii,2020,46,11/14/2020,249,226,141,0
9/27/2023,Hawaii,2020,47,11/21/2020,224,217,126,0
9/27/2023,Hawaii,2020,48,11/28/2020,216,194,116,0
9/27/2023,Hawaii,2020,49,12/5/2020,237,216,156,0
9/27/2023,Hawaii,2020,50,12/12/2020,212,200,122,0
9/27/2023,Hawaii,2020,51,12/19/2020,249,234,146,0
9/27/2023,Hawaii,2020,52,12/26/2020,198,174,90,0
9/27/2023,Hawaii,2020,53,1/2/2021,225,199,107,0
9/27/2023,Hawaii,2021,1,1/9/2021,215,192,100,0
9/27/2023,Hawaii,2021,2,1/16/2021,247,229,128,0
9/27/2023,Hawaii,2021,3,1/23/2021,205,194,138,0
9/27/2023,Hawaii,2021,4,1/30/2021,228,210,133,0
9/27/2023,Hawaii,2021,5,2/6/2021,237,217,141,0
9/27/2023,Hawaii,2021,6,2/13/2021,265,244,143,0
9/27/2023,Hawaii,2021,7,2/20/2021,251,225,128,0
9/27/2023,Hawaii,2021,8,2/27/2021,262,238,152,0
9/27/2023,Hawaii,2021,9,3/6/2021,231,214,124,0
9/27/2023,Hawaii,2021,10,3/13/2021,253,232,143,0
9/27/2023,Hawaii,2021,11,3/20/2021,234,213,116,0
9/27/2023,Hawaii,2021,12,3/27/2021,241,220,142,0
9/27/2023,Hawaii,2021,13,4/3/2021,250,231,133,0
9/27/2023,Hawaii,2021,14,4/10/2021,249,232,150,0
9/27/2023,Hawaii,2021,15,4/17/2021,217,204,107,0
9/27/2023,Hawaii,2021,16,4/24/2021,253,238,145,0
9/27/2023,Hawaii,2021,17,5/1/2021,234,216,143,0
9/27/2023,Hawaii,2021,18,5/8/2021,236,218,133,0
9/27/2023,Hawaii,2021,19,5/15/2021,229,210,134,0
9/27/2023,Hawaii,2021,20,5/22/2021,254,237,149,0
9/27/2023,Hawaii,2021,21,5/29/2021,211,186,115,0
9/27/2023,Hawaii,2021,22,6/5/2021,210,191,114,0
9/27/2023,Hawaii,2021,23,6/12/2021,222,201,127,0
9/27/2023,Hawaii,2021,24,6/19/2021,231,210,129,0
9/27/2023,Hawaii,2021,25,6/26/2021,227,218,144,0
9/27/2023,Hawaii,2021,26,7/3/2021,211,193,124,0
9/27/2023,Hawaii,2021,27,7/10/2021,235,209,123,0
9/27/2023,Hawaii,2021,28,7/17/2021,238,215,133,0
9/27/2023,Hawaii,2021,29,7/24/2021,226,197,124,0
9/27/2023,Hawaii,2021,30,7/31/2021,232,214,105,0
9/27/2023,Hawaii,2021,31,8/7/2021,217,204,153,0
9/27/2023,Hawaii,2021,32,8/14/2021,279,253,196,0
9/27/2023,Hawaii,2021,33,8/21/2021,302,272,210,0
9/27/2023,Hawaii,2021,34,8/28/2021,315,297,267,0
9/27/2023,Hawaii,2021,35,9/4/2021,307,296,256,0
9/27/2023,Hawaii,2021,36,9/11/2021,312,292,277,0
9/27/2023,Hawaii,2021,37,9/18/2021,267,252,236,0
9/27/2023,Hawaii,2021,38,9/25/2021,317,300,251,0
9/27/2023,Hawaii,2021,39,10/2/2021,266,249,226,0
9/27/2023,Hawaii,2021,40,10/9/2021,272,250,186,0
9/27/2023,Hawaii,2021,41,10/16/2021,262,234,170,0
9/27/2023,Hawaii,2021,42,10/23/2021,261,238,164,0
9/27/2023,Hawaii,2021,43,10/30/2021,244,229,173,0
9/27/2023,Hawaii,2021,44,11/6/2021,258,240,167,0
9/27/2023,Hawaii,2021,45,11/13/2021,251,239,171,0
9/27/2023,Hawaii,2021,46,11/20/2021,238,220,147,0
9/27/2023,Hawaii,2021,47,11/27/2021,227,212,114,0
9/27/2023,Hawaii,2021,48,12/4/2021,250,227,129,0
9/27/2023,Hawaii,2021,49,12/11/2021,236,221,127,0
9/27/2023,Hawaii,2021,50,12/18/2021,252,230,131,0
9/27/2023,Hawaii,2021,51,12/25/2021,250,235,147,0
9/27/2023,Hawaii,2021,52,1/1/2022,242,220,138,0
9/27/2023,Hawaii,2022,1,1/8/2022,255,237,165,0
9/27/2023,Hawaii,2022,2,1/15/2022,305,278,202,0
9/27/2023,Hawaii,2022,3,1/22/2022,325,310,270,0
9/27/2023,Hawaii,2022,4,1/29/2022,317,290,242,10
9/27/2023,Hawaii,2022,5,2/5/2022,309,285,236,0
9/27/2023,Hawaii,2022,6,2/12/2022,293,278,216,0
9/27/2023,Hawaii,2022,7,2/19/2022,267,242,170,0
9/27/2023,Hawaii,2022,8,2/26/2022,278,249,187,0
9/27/2023,Hawaii,2022,9,3/5/2022,244,223,129,0
9/27/2023,Hawaii,2022,10,3/12/2022,248,231,137,0
9/27/2023,Hawaii,2022,11,3/19/2022,244,221,145,0
9/27/2023,Hawaii,2022,12,3/26/2022,226,209,132,0
9/27/2023,Hawaii,2022,13,4/2/2022,201,187,94,0
9/27/2023,Hawaii,2022,14,4/9/2022,275,245,141,0
9/27/2023,Hawaii,2022,15,4/16/2022,226,210,125,0
9/27/2023,Hawaii,2022,16,4/23/2022,253,218,127,0
9/27/2023,Hawaii,2022,17,4/30/2022,225,209,121,0
9/27/2023,Hawaii,2022,18,5/7/2022,232,216,137,0
9/27/2023,Hawaii,2022,19,5/14/2022,255,234,167,0
9/27/2023,Hawaii,2022,20,5/21/2022,265,248,154,0
9/27/2023,Hawaii,2022,21,5/28/2022,268,253,142,0
9/27/2023,Hawaii,2022,22,6/4/2022,254,231,147,10
9/27/2023,Hawaii,2022,23,6/11/2022,265,245,165,0
9/27/2023,Hawaii,2022,24,6/18/2022,243,223,170,0
9/27/2023,Hawaii,2022,25,6/25/2022,246,226,146,0
9/27/2023,Hawaii,2022,26,7/2/2022,249,234,148,0
9/27/2023,Hawaii,2022,27,7/9/2022,238,218,144,0
9/27/2023,Hawaii,2022,28,7/16/2022,225,205,135,0
9/27/2023,Hawaii,2022,29,7/23/2022,245,228,145,0
9/27/2023,Hawaii,2022,30,7/30/2022,234,218,139,0
9/27/2023,Hawaii,2022,31,8/6/2022,241,226,143,0
9/27/2023,Hawaii,2022,32,8/13/2022,259,239,144,0
9/27/2023,Hawaii,2022,33,8/20/2022,257,232,162,0
9/27/2023,Hawaii,2022,34,8/27/2022,240,211,133,0
9/27/2023,Hawaii,2022,35,9/3/2022,273,251,168,0
9/27/2023,Hawaii,2022,36,9/10/2022,236,215,119,0
9/27/2023,Hawaii,2022,37,9/17/2022,259,238,141,0
9/27/2023,Hawaii,2022,38,9/24/2022,249,226,143,0
9/27/2023,Hawaii,2022,39,10/1/2022,240,220,134,0
9/27/2023,Hawaii,2022,40,10/8/2022,230,211,129,0
9/27/2023,Hawaii,2022,41,10/15/2022,274,250,138,10
9/27/2023,Hawaii,2022,42,10/22/2022,255,229,139,0
9/27/2023,Hawaii,2022,43,10/29/2022,245,224,122,0
9/27/2023,Hawaii,2022,44,11/5/2022,261,242,158,12
9/27/2023,Hawaii,2022,45,11/12/2022,250,227,141,11
9/27/2023,Hawaii,2022,46,11/19/2022,259,236,134,0
9/27/2023,Hawaii,2022,47,11/26/2022,243,226,134,0
9/27/2023,Hawaii,2022,48,12/3/2022,261,245,167,10
9/27/2023,Hawaii,2022,49,12/10/2022,258,232,108,0
9/27/2023,Hawaii,2022,50,12/17/2022,252,226,140,10
9/27/2023,Hawaii,2022,51,12/24/2022,240,224,119,0
9/27/2023,Hawaii,2022,52,12/31/2022,282,259,171,0
9/27/2023,Hawaii,2023,1,1/7/2023,275,258,143,0
9/27/2023,Hawaii,2023,2,1/14/2023,288,265,181,11
9/27/2023,Hawaii,2023,3,1/21/2023,254,237,137,0
9/27/2023,Hawaii,2023,4,1/28/2023,250,235,142,0
9/27/2023,Hawaii,2023,5,2/4/2023,264,246,157,0
9/27/2023,Hawaii,2023,6,2/11/2023,255,233,123,0
9/27/2023,Hawaii,2023,7,2/18/2023,236,213,146,0
9/27/2023,Hawaii,2023,8,2/25/2023,247,228,118,0
9/27/2023,Hawaii,2023,9,3/4/2023,258,247,145,0
9/27/2023,Hawaii,2023,10,3/11/2023,277,256,147,0
9/27/2023,Hawaii,2023,11,3/18/2023,301,276,170,0
9/27/2023,Hawaii,2023,12,3/25/2023,259,246,152,10
9/27/2023,Hawaii,2023,13,4/1/2023,234,218,136,0
9/27/2023,Hawaii,2023,14,4/8/2023,232,217,121,0
9/27/2023,Hawaii,2023,15,4/15/2023,245,225,141,12
9/27/2023,Hawaii,2023,16,4/22/2023,256,234,141,11
9/27/2023,Hawaii,2023,17,4/29/2023,231,218,118,0
9/27/2023,Hawaii,2023,18,5/6/2023,233,214,126,0
9/27/2023,Hawaii,2023,19,5/13/2023,229,212,132,11
9/27/2023,Hawaii,2023,20,5/20/2023,230,211,137,0
9/27/2023,Hawaii,2023,21,5/27/2023,225,204,128,0
9/27/2023,Hawaii,2023,22,6/3/2023,246,232,132,16
9/27/2023,Hawaii,2023,23,6/10/2023,249,226,141,16
9/27/2023,Hawaii,2023,24,6/17/2023,229,220,136,0
9/27/2023,Hawaii,2023,25,6/24/2023,231,217,129,12
9/27/2023,Hawaii,2023,26,7/1/2023,220,210,123,12
9/27/2023,Hawaii,2023,27,7/8/2023,232,215,146,16
9/27/2023,Hawaii,2023,28,7/15/2023,229,219,142,16
9/27/2023,Hawaii,2023,29,7/22/2023,221,210,117,0
9/27/2023,Hawaii,2023,30,7/29/2023,233,219,145,21
9/27/2023,Hawaii,2023,31,8/5/2023,253,233,164,23
9/27/2023,Hawaii,2023,32,8/12/2023,240,219,156,20
9/27/2023,Hawaii,2023,33,8/19/2023,254,209,128,26
9/27/2023,Hawaii,2023,34,8/26/2023,232,224,135,32
9/27/2023,Hawaii,2023,35,9/2/2023,224,217,130,39
9/27/2023,Hawaii,2023,36,9/9/2023,191,186,118,31
9/27/2023,Hawaii,2023,37,9/16/2023,163,163,96,34
9/27/2023,Idaho,2020,1,1/4/2020,278,255,158,0
9/27/2023,Idaho,2020,2,1/11/2020,292,270,191,0
9/27/2023,Idaho,2020,3,1/18/2020,293,268,185,0
9/27/2023,Idaho,2020,4,1/25/2020,275,247,171,0
9/27/2023,Idaho,2020,5,2/1/2020,249,223,134,0
9/27/2023,Idaho,2020,6,2/8/2020,292,264,171,0
9/27/2023,Idaho,2020,7,2/15/2020,279,251,154,0
9/27/2023,Idaho,2020,8,2/22/2020,318,290,190,0
9/27/2023,Idaho,2020,9,2/29/2020,290,269,175,0
9/27/2023,Idaho,2020,10,3/7/2020,278,258,161,0
9/27/2023,Idaho,2020,11,3/14/2020,282,254,167,0
9/27/2023,Idaho,2020,12,3/21/2020,308,279,173,0
9/27/2023,Idaho,2020,13,3/28/2020,332,303,196,0
9/27/2023,Idaho,2020,14,4/4/2020,271,249,152,11
9/27/2023,Idaho,2020,15,4/11/2020,306,284,215,0
9/27/2023,Idaho,2020,16,4/18/2020,283,256,189,0
9/27/2023,Idaho,2020,17,4/25/2020,262,241,178,0
9/27/2023,Idaho,2020,18,5/2/2020,252,225,142,0
9/27/2023,Idaho,2020,19,5/9/2020,304,269,180,0
9/27/2023,Idaho,2020,20,5/16/2020,269,239,127,0
9/27/2023,Idaho,2020,21,5/23/2020,262,236,127,0
9/27/2023,Idaho,2020,22,5/30/2020,279,245,167,0
9/27/2023,Idaho,2020,23,6/6/2020,294,261,187,0
9/27/2023,Idaho,2020,24,6/13/2020,286,265,167,0
9/27/2023,Idaho,2020,25,6/20/2020,282,248,163,0
9/27/2023,Idaho,2020,26,6/27/2020,296,259,173,0
9/27/2023,Idaho,2020,27,7/4/2020,281,246,153,0
9/27/2023,Idaho,2020,28,7/11/2020,287,249,177,0
9/27/2023,Idaho,2020,29,7/18/2020,312,276,206,0
9/27/2023,Idaho,2020,30,7/25/2020,328,298,254,0
9/27/2023,Idaho,2020,31,8/1/2020,327,301,269,0
9/27/2023,Idaho,2020,32,8/8/2020,312,281,237,0
9/27/2023,Idaho,2020,33,8/15/2020,319,287,241,0
9/27/2023,Idaho,2020,34,8/22/2020,360,319,288,0
9/27/2023,Idaho,2020,35,8/29/2020,327,289,230,0
9/27/2023,Idaho,2020,36,9/5/2020,352,323,253,0
9/27/2023,Idaho,2020,37,9/12/2020,321,295,236,0
9/27/2023,Idaho,2020,38,9/19/2020,320,288,208,0
9/27/2023,Idaho,2020,39,9/26/2020,292,261,198,0
9/27/2023,Idaho,2020,40,10/3/2020,328,296,228,0
9/27/2023,Idaho,2020,41,10/10/2020,300,264,203,0
9/27/2023,Idaho,2020,42,10/17/2020,326,305,235,0
9/27/2023,Idaho,2020,43,10/24/2020,341,315,257,0
9/27/2023,Idaho,2020,44,10/31/2020,351,314,308,0
9/27/2023,Idaho,2020,45,11/7/2020,365,336,310,0
9/27/2023,Idaho,2020,46,11/14/2020,410,374,335,0
9/27/2023,Idaho,2020,47,11/21/2020,391,364,354,0
9/27/2023,Idaho,2020,48,11/28/2020,424,401,400,0
9/27/2023,Idaho,2020,49,12/5/2020,397,379,408,0
9/27/2023,Idaho,2020,50,12/12/2020,373,345,350,0
9/27/2023,Idaho,2020,51,12/19/2020,394,360,357,0
9/27/2023,Idaho,2020,52,12/26/2020,390,353,368,0
9/27/2023,Idaho,2020,53,1/2/2021,349,323,314,0
9/27/2023,Idaho,2021,1,1/9/2021,389,356,331,0
9/27/2023,Idaho,2021,2,1/16/2021,341,313,285,0
9/27/2023,Idaho,2021,3,1/23/2021,339,316,289,0
9/27/2023,Idaho,2021,4,1/30/2021,284,260,228,0
9/27/2023,Idaho,2021,5,2/6/2021,328,295,234,0
9/27/2023,Idaho,2021,6,2/13/2021,305,271,222,0
9/27/2023,Idaho,2021,7,2/20/2021,298,272,211,0
9/27/2023,Idaho,2021,8,2/27/2021,302,269,225,0
9/27/2023,Idaho,2021,9,3/6/2021,307,278,212,0
9/27/2023,Idaho,2021,10,3/13/2021,310,288,216,0
9/27/2023,Idaho,2021,11,3/20/2021,292,275,184,0
9/27/2023,Idaho,2021,12,3/27/2021,300,266,179,0
9/27/2023,Idaho,2021,13,4/3/2021,322,286,230,0
9/27/2023,Idaho,2021,14,4/10/2021,342,316,235,0
9/27/2023,Idaho,2021,15,4/17/2021,278,253,185,0
9/27/2023,Idaho,2021,16,4/24/2021,281,256,199,0
9/27/2023,Idaho,2021,17,5/1/2021,274,232,171,0
9/27/2023,Idaho,2021,18,5/8/2021,275,247,171,0
